Number_of_hits,Total_entries,Percentage_hits,Reagents,Entrez_Gene_ID,Gene,Author_provided_names_IDs
6,40,15,4,3996,LLGL1,"ENSG00000131899, LLGL1, NM_004140, SND1"
6,41,14.6,4,314,AOC2,"AOC2, ENSG00000131480, NM_001158, NM_001158.3, NP"
6,38,15.8,7,3385,ICAM3,"ENSG00000076662, ICAM3, NM_002162, SFRP1, icam3"
6,42,14.3,4,1960,EGR3,"EGR3, ENSG00000179388, NM_004430, NM_004430.2, PPP2R5D, S40832"
6,30,20,5,80007,C10orf88,"C10ORF88, C10orf88, ENSG00000119965, NM_024942"
6,37,16.2,4,50853,VILL,"ENSG00000136059, NM_015873, VILL, vill"
6,34,17.6,5,9854,C2CD2L,"C2CD2L, ENSG00000172375, NM_014807, TMEM24"
6,38,15.8,7,84100,ARL6,"584, ARL6, ENSG00000113966, NM_032146, VAMP2"
6,36,16.7,4,9093,DNAJA3,"DNAJA3, ENSG00000103423, NM_005147, NM_005147.3"
6,40,15,5,28999,KLF15,"AB029254, ENSG00000163884, KLF15, NM_014079, klf15"
6,38,15.8,5,9328,GTF3C5,"ENSG00000148308, GTF3C5, NM_012087"
6,28,21.4,5,81392,OR2AE1,"NM_001005276, OR2AE1"
6,32,18.8,4,196264,MPZL3,"ENSG00000160588, LOC196264, MPZL3, NM_198275"
6,29,20.7,3,83759,RBM4B,"ENSG00000173914, MGC10871, NM_031492, RBM30, RBM4B"
6,26,23.1,4,390054,OR52A5,"ENSG00000171944, LOC390054, NM_001005160, OR52A5, XM_372352"
6,36,16.7,8,50865,HEBP1,"ENSG00000013583, HEBP1, NM_015987"
6,38,15.8,4,23673,STX12,"ENSG00000117758, NM_177424, NM_177424.2, STX12"
6,39,15.4,5,6887,TAL2,"NM_005421, TAL2"
6,34,17.6,5,155038,GIMAP8,"ENSG00000171115, GIMAP8, HIAN6, NM_175571, hIAN6"
6,36,16.7,4,83930,STARD3NL,"ENSG00000010270, NM_032016, STARD3NL"
6,38,15.8,5,285440,CYP4V2,"CYP4V2, ENSG00000145476, NM_207352"
6,39,15.4,5,885,CCK,"CCK, ENSG00000187094, HMGB2, NM_000729, NM_000729.3"
6,43,14,4,5029,P2RY2,"ENSG00000175591, GRIN2D, NM_002564, NM_176072, NM_176072.1, P2RY2"
6,33,18.2,7,80831,APOL5,"APOL5, ENSG00000128313, NM_030642"
6,38,15.8,4,84620,ST6GAL2,"729087, ENSG00000144057, LOC729087, NM_032528, SIAT2, ST6GAL2, ST6GALII, ST6GalII, st6gal2"
6,34,17.6,3,64841,GNPNAT1,"ENSG00000100522, GNPNAT1, NM_198066"
6,35,17.1,6,90204,ZSWIM1,"ENSG00000168612, NM_080603, ZSWIM1"
6,21,28.6,4,126526,C19orf47,"C19orf47, ENSG00000160392, FLJ36888, NM_178830"
6,33,18.2,4,54346,UNC93A,"ENSG00000112494, NM_018974, UNC93A, unc93a"
6,38,15.8,6,482,ATP1B2,"ATP1B2, CLCN2, ENSG00000129244, NM_001678, NM_001678.3"
6,24,25,10,256148,OR4S1,"ENSG00000176555, LOC256148, NM_001004725, OR4S1, XM_171490"
6,40,15,8,2981,GUCA2B,"ENSG00000044012, GUCA2B, NM_007102, PRKCG, guca2b"
6,36,16.7,5,54453,RIN2,"388790, ENSG00000132669, LOC388790, NM_018993, RIN2, XM_373909"
6,37,16.2,4,55753,OGDHL,"ENSG00000197444, NM_018245, NM_018245.1, OGDHL, ogdhl"
6,34,17.6,4,167127,UGT3A2,"133688, ENSG00000168671, LOC167127, NM_174914, UGT3A1, UGT3A2"
6,33,18.2,5,9751,SNPH,"ENSG00000101298, NM_014723, RAD21L1, SNPH"
6,32,18.8,4,255626,HIST1H2BA,"ENSG00000146047, HIST1H2BA, NM_170610"
6,35,17.1,8,51390,AIG1,"AIG1, ENSG00000146416, NM_016108"
6,43,14,6,6865,TACR2,"ENSG00000075073, NM_001057, NM_001057.1, TACR2"
6,34,17.6,5,79789,CLMN,"CLMN, ENSG00000165959, NM_024734"
6,31,19.4,4,149499,LRRC71,"C1orf92, ENSG00000160838, FLJ32884, NM_144702, c1orf92"
6,36,16.7,5,6286,S100P,"ENSG00000163993, NM_005980, S100P"
6,39,15.4,5,22801,ITGA11,"ENSG00000137809, ITGA11, NM_012211, itga11"
6,36,16.7,7,55821,ALLC,"ALLC, ENSG00000151360, NM_018436, NM_199232.1"
6,37,16.2,6,1130,LYST,"CHS1, ENSG00000143669, LYST, NM_000081, NM_001005736, TBL1X"
6,42,14.3,5,2330,FMO5,"ABCC4, ENSG00000131781, FMO5, NM_001461"
6,35,17.1,5,163033,ZNF579,"NM_152600, ZNF579, znf579"
6,38,15.8,8,84675,TRIM55,"ENSG00000147573, NM_033058, NM_184087, RNF29, TRIM55"
6,41,14.6,6,5912,RAP2B,"ENSG00000181467, NM_002886, NM_002886.2, RAP2B"
6,32,18.8,7,93426,SYCE1,"C10ORF94, C10orf94, ENSG00000171772, NM_130784, SYCE1"
6,37,16.2,8,932,MS4A3,"ENSG00000149516, FGF1, MS4A3, NM_006138"
6,30,20,8,84103,C4orf17,"C4orf17, DKFZP434G072, ENSG00000138813, NM_032149"
6,39,15.4,4,1995,ELAVL3,"DKFZp547J036, ELAVL3, ENSG00000196361, NM_001420, NM_032281, NPY"
6,42,14.3,9,5972,REN,"ENSG00000143839, NM_000537, NM_000537.2, REN"
6,43,14,5,2900,GRIK4,"CSTF2T, ENSG00000149403, GRIK4, NM_014619, NM_014619.2"
6,30,20,6,360132,FKBP9P1,"11328, ENSG00000176826, FKBP9, FKBP9L, NM_004142, NM_007270, NM_153024, NM_178567, NM_182827, fkbp9l"
6,36,16.7,4,57556,SEMA6A,"ENSG00000092421, NM_020796, SEMA6A"
6,39,15.4,4,9631,NUP155,"ENSG00000113569, NM_004298, NM_153485, NUP155, NUp155"
6,28,21.4,7,139422,MAGEB10,"ENSG00000177689, FLJ32965, MAGEB10, NM_182506"
6,34,17.6,4,11341,SCRG1,"AC097534.3-1, ENSG00000164106, ENSG00000197069, NM_007281, SCRG1"
6,42,14.3,8,5892,RAD51D,"ENSG00000185379, NM_002878, NM_002878.2, NM_133629, RAD51D, RAD51L3"
6,30,20,6,56604,TUBB7P,"ENSG00000127589, NM_020040, TUBB4Q"
6,37,16.2,4,84705,GTPBP3,"ENSG00000130299, GTPBP3, NM_032620"
6,38,15.8,6,4056,LTC4S,"LTC4S, NM_000897, NM_000897.2, NM_145867, NPPB"
6,36,16.7,6,341947,COX8C,"COX8C, ENSG00000187581, NM_182971"
6,44,13.6,5,1373,CPS1,"CPS1, DPF2, ENSG00000021826, NM_001875, NM_001875.2"
6,35,17.1,8,7284,TUFM,"ENSG00000178952, NM_003321, TUFM"
6,37,16.2,4,222962,SLC29A4,"ENSG00000164638, NM_153247, SLC29A4, slc29a4"
6,36,16.7,6,165215,FAM171B,"ENSG00000144369, FAM171B, KIAA1946, NM_177454"
6,39,15.4,4,3868,KRT16,"3861, APRT, ENSG00000178843, ENSG00000186832, KRT14, KRT16, NM_005557"
6,35,17.1,7,10638,SPHAR,"NM_006542, SPHAR"
6,27,22.2,2,56181,MTFR1L,"ENSG00000117640, FAM54B, LOC56181, NM_019557"
6,38,15.8,4,23275,POFUT2,"ENSG00000186866, NM_015227, POFUT2"
6,34,17.6,7,51028,VPS36,"C13ORF9, C13orf9, ENSG00000136100, NM_016075, VPS36"
6,42,14.3,3,8829,NRP1,"8828, ENSG00000099250, NM_003873, NM_003873.4, NRP1, NRP2"
6,36,16.7,6,8756,ADAM7,"ADAM7, ENSG00000069206, NM_003817"
6,38,15.8,7,23395,LARS2,"ENSG00000011376, LARS2, NM_015340, NM_015340.3"
6,38,15.8,5,55103,RALGPS2,"ENSG00000116191, NM_018037, RALGPS2"
6,26,23.1,4,51023,MRPS18C,"ENSG00000163319, MRPS18C, NM_016067"
6,38,15.8,7,27185,DISC1,"400574, C1orf136, DISC1, ENSG00000162946, NM_001012958, NM_001012958.1, NM_018662, XM_375410, disc1"
6,32,18.8,6,113655,MFSD3,"ENSG00000167700, LOC113655, MFSD3, NM_138431, mfsd3"
6,31,19.4,5,81555,YIPF5,"ENSG00000145817, NM_030799, SMAP-5, YIPF5"
6,26,23.1,4,200523,TEX37,"C2orf51, FLJ25369, NM_152670"
6,33,18.2,4,124989,EFCAB13,"C17orf57, ENSG00000178852, FLJ40342, NM_152347"
6,28,21.4,4,284382,ACTL9,"ACTL9, ENSG00000181786, MGC33407, NM_178525"
6,36,16.7,6,3547,IGSF1,"AXIN2, ENSG00000147255, IGSF1, NM_001555"
6,32,18.8,4,23107,MRPS27,"ENSG00000113048, MRPS27, NM_015084"
6,34,17.6,4,85025,TMEM60,"C7ORF35, C7orf35, ENSG00000135211, NM_032936, TMEM60"
6,36,16.7,5,6035,RNASE1,"ENSG00000129538, NM_002933, NM_198232.1, RNASE1"
6,38,15.8,4,9813,EFCAB14,"ENSG00000159658, KIAA0494, NM_014774, XM_375726"
6,30,20,5,84285,EIF1AD,"EIF1AD, ENSG00000175376, MGC11102, NM_032325"
6,37,16.2,8,8988,HSPB3,"ENSG00000169271, HSPB3, NM_006308"
6,29,20.7,6,54629,MINDY2,"ENSG00000128923, FAM63B, KIAA1164, NM_001040453, NM_019092"
6,35,17.1,5,4696,NDUFA3,"ENSG00000170906, GPR64, NDUFA3, NM_004542, ndufa3"
6,38,15.8,4,10349,ABCA10,"ABCA10, ENSG00000154263, NM_080282, NM_080282.3"
6,36,16.7,5,84898,PLXDC2,"ENSG00000120594, NM_032812, PLXDC2"
6,23,26.1,2,6757,SSX2,"NM_003147, NM_175698, SSX2"
6,34,17.6,5,80018,NAA25,"C12orf30, ENSG00000111300, FLJ13089, NAA25, NM_024953"
6,28,21.4,5,283450,HECTD4,"196515, 728017, C12orf51, ENSG00000173064, FLJ30092, FLJ34154, LOC728017, NM_001109662, NM_173813, XM_352903"
6,38,15.8,5,219855,SLC37A2,"729049, ENSG00000134955, LOC729049, NM_198277, SLC37A2, XM_166184, slc37a2"
6,39,15.4,5,2661,GDF9,"BGLAP, ENSG00000164404, GDF9, NM_005260, NM_005260.3, gdf9"
6,38,15.8,6,29956,CERS2,"ENSG00000143418, LASS2, NM_013384"
6,18,33.3,3,284498,C1orf167,"C1orf167, DKFZP434E1410, ENSG00000215910, MTHFR, XM_209234, c1orf167"
6,35,17.1,5,54780,NSMCE4A,"C10ORF86, C10orf86, ENSG00000107672, NM_017615, NSMCE4A"
6,34,17.6,5,2688,GH1,"CHRNB1, ENSG00000189162, GH1, NM_000515, NM_022562, NM_022562.2"
6,34,17.6,6,26287,ANKRD2,"ANKRD2, ENSG00000165887, NM_020349"
6,40,15,4,54764,ZRANB1,"ENSG00000019995, NM_017580, ZRANB1"
6,33,18.2,5,55211,DPPA4,"DPPA4, ENSG00000121570, NM_018189, NM_018189.3"
6,28,21.4,5,169966,FAM46D,"ENSG00000174016, FAM46D, MGC26999, NM_152630"
6,34,17.6,9,118881,COMTD1,"COMTD1, NM_144589"
6,36,16.7,5,148103,ZNF599,"ENSG00000153896, NM_001007247, NM_001007248, XM_086046, XM_171040, ZNF599"
6,38,15.8,6,161497,STRC,"1708, 652517, ALDH4A1, ENSG00000166763, LOC652517, NM_153700, STRC"
6,24,25,3,347169,OR1B1,"LOC347169, NM_001004450, OR1B1, XM_294534"
6,26,23.1,9,401190,RGS7BP,"ENSG00000186479, LOC401190, NM_001029875, R7BP, RGS7BP, XM_376386"
6,32,18.8,6,152579,SCFD2,"ENSG00000184178, NM_152540, SCFD2"
6,37,16.2,7,55422,ZNF331,"ENSG00000130844, NM_001079907, NM_018555, ZNF331"
6,33,18.2,5,54663,WDR74,"400638, ENSG00000133316, FLJ10439, LOC400638, NM_018093, WDR74, XM_001125771, XM_378730"
6,41,14.6,4,23417,MLYCD,"ENSG00000103150, MLYCD, NM_012213, NM_012213.2"
6,38,15.8,5,10005,ACOT8,"ACOT8, ENSG00000101473, NM_005469, PTE1"
6,35,17.1,6,29964,PRICKLE4,"C6ORF49, C6orf49, ENSG00000124593, NM_013397, PRICKLE4"
6,39,15.4,4,627,BDNF,"4949, AK7, BDNF, ENSG00000176697, IARS, NM_001709, NM_170731.3, NM_170735"
6,29,20.7,6,346689,KLRG2,"ENSG00000188883, FLJ44186, KLRG2, NM_198508, klrg2"
6,40,15,7,1215,CMA1,"CMA1, ENSG00000092009, NM_001836, NM_001836.2, PLA2G2A, cma1"
6,40,15,7,64799,IQCH,"ENSG00000103599, FLJ12476, IQCH, NM_001031715, NM_022784"
6,31,19.4,5,29903,CCDC106,"CCDC106, ENSG00000173581, HSU79303, NM_013301"
6,38,15.8,6,10873,ME3,"ENSG00000151376, ME3, NM_006680, NM_006680.2"
6,32,18.8,7,54849,DEF8,"DEF8, ENSG00000140995, FLJ20186, NM_017702, NM_207514"
6,25,24,3,9883,POM121,"ENSG00000196313, NM_172020, POM121"
6,34,17.6,4,55920,RCC2,"ENSG00000179051, NM_018715, RCC2, TD-60"
6,37,16.2,3,51103,NDUFAF1,"ENSG00000137806, NDUFAF1, NM_016013"
6,43,14,6,445,ASS1,"4466, ASS, ASS1, ENSG00000130707, NM_000050, NM_000050.4, NM_054012, SHFM1, ass1"
6,34,17.6,6,11172,INSL6,"51746, ENSG00000120210, INSL6, NM_007179"
6,35,17.1,6,140893,RBBP8NL,"C20ORF151, C20orf151, ENSG00000130701, NM_080833"
6,38,15.8,4,5189,PEX1,"ENSG00000127980, NM_000466, PEX1"
6,34,17.6,5,347365,ITIH6,"ENSG00000102313, ITIH5L, NM_198510, UNQ6369"
6,30,20,6,51161,C3orf18,"C3orf18, ENSG00000088543, LOC51161, NM_016210"
6,39,15.4,6,6853,SYN1,"ENSG00000008056, NM_006950, SYN1"
6,39,15.4,6,1690,COCH,"COCH, EEF1A2, ENSG00000100473, NM_004086, coch"
6,34,17.6,3,10878,CFHR3,"10877, CFHL3, CFHR3, CFHR4, ENSG00000116785, FHR-3, FHR-4, NM_006684, NM_021023, NM_021023.4"
6,36,16.7,5,8470,SORBS2,"ARGBP2, ENSG00000154556, NM_003603, SORBS2"
6,37,16.2,6,2267,FGL1,"ENSG00000104760, FGL1, NM_004467, NM_201553, ST6GALNAC6"
6,41,14.6,5,81847,RNF146,"ENSG00000118518, NM_030963, NM_030963.2, RNF146"
6,34,17.6,5,284312,ZSCAN1,"ENSG00000152467, NM_182572, ZSCAN1, zscan1"
6,34,17.6,4,79875,THSD4,"ENSG00000187720, FLJ13710, NM_024817, THSD4"
6,38,15.8,5,85329,LGALS12,"ENSG00000133317, LGALS12, NM_033101"
6,34,17.6,5,135154,SDHAF4,"C6ORF57, C6orf57, ENSG00000154079, NM_145267"
6,36,16.7,5,79792,GSDMD,"ENSG00000104518, FLJ12150, GSDMD, GSDMDC1, NM_024736"
6,37,16.2,6,23087,TRIM35,"ENSG00000104228, NM_015066, NM_171982, TRIM35"
6,33,18.2,7,79745,CLIP4,"CLIP4, ENSG00000115295, FLJ21069, NM_024692, RSNL2"
6,40,15,4,51277,DNAJC27,"DNAJC27, ENSG00000115137, LOC51277, NM_016544, RBJ"
6,38,15.8,6,260293,CYP4X1,"CYP4X1, ENSG00000186377, NM_178033"
6,38,15.8,5,166378,SPATA5,"170576, ENSG00000145375, NM_145207, SPATA5"
6,35,17.1,6,747,DAGLA,"C11ORF11, C11orf11, DAGLA, ENSG00000134780, NM_006133, SUCLA2"
6,34,17.6,5,338567,KCNK18,"KCNK18, NM_181840, TRESK-2, TRIK, kcnk18"
6,34,17.6,8,148362,BROX,"BROX, C1orf58, ENSG00000162819, FLJ32421, NM_144695"
6,20,30,4,283416,LINC01465,"C12ORF61, C12orf61, FLJ25590, NM_175895"
6,36,16.7,6,9805,SCRN1,"63897, 8357, ATG13, ENSG00000136193, NM_014766, SCRN1"
6,37,16.2,4,119559,SFXN4,"ENSG00000183605, NM_178867, SFXN4"
6,41,14.6,6,2892,GRIA3,"4786, ENSG00000125675, GRIA3, NM_000828, NM_000828.3, NM_181894, SULT1C2"
6,34,17.6,4,388364,TMIGD1,"ENSG00000182271, NM_206832, TMIGD1, UNQ9372"
6,39,15.4,4,2701,GJA4,"ENSG00000187513, GJA4, NM_002060, NM_002060.2, SOCS5"
6,34,17.6,7,57142,RTN4,"ENSG00000115310, NM_007008, NM_207521.1, RTN4"
6,46,13,7,2309,FOXO3,"AF032886, AF041336, AJ001589, CYCS, ENSG00000118689, FOXO3, FOXO3A, NM_001455, NM_001455.3, NM_201559"
6,41,14.6,5,1497,CTNS,"CCL13, CTNS, ENSG00000040531, NM_004937"
6,21,28.6,6,340359,KLHL38,"C8ORFK36, C8orfK36, ENSG00000175946, KLHL38, LOC340359, XM_294387"
6,36,16.7,5,79689,STEAP4,"ENSG00000127954, NM_024636, STEAP4, TNFAIP9"
6,31,19.4,6,147744,TMEM190,"ENSG00000160472, MDAC1, NM_139172, TMEM190, tmem190"
6,39,15.4,4,3177,SLC29A2,"ENSG00000174669, NM_001532, SLC29A2, SMAD1"
6,42,14.3,4,7043,TGFB3,"422, ENSG00000119699, NM_003239, NM_003239.1, S100A12, TGFB3"
6,38,15.8,5,10945,KDELR1,"2088, ENSG00000105438, KDELR1, NM_006801, NM_006801.2"
6,43,14,4,2248,FGF3,"ENSG00000186895, FGF3, NM_005247, NM_005247.2, WWTR1"
6,37,16.2,6,285242,HTR3E,"ENSG00000186038, HTR3E, NM_182589, NM_182589.2"
6,34,17.6,5,221833,SP8,"378050, BTD, NM_182700, SP8"
6,37,16.2,5,79412,KREMEN2,"ENSG00000131650, KREMEN2, NM_024507, NM_145348, NM_172229"
6,33,18.2,7,55210,ATAD3A,"ATAD3A, ATAD3C, ENSG00000182562, ENSG00000197785, FLJ10709, NM_018188"
6,39,15.4,5,5175,PECAM1,"NM_000442, NM_000442.3, PECAM1"
6,37,16.2,2,29999,FSCN3,"ENSG00000106328, FSCN3, NM_020369, NM_020369.1"
6,41,14.6,5,78986,DUSP26,"DUSP26, ENSG00000133878, MGC1136, NM_024025"
6,43,14,8,2487,FRZB,"2486, ENSG00000162998, FRZB, NM_001463, NM_001463.2, NTHL1"
6,30,20,5,161823,ADAL,"ADAL, ENSG00000168803, LOC161823, NM_001012969, XM_091156"
6,23,26.1,7,92196,DAPL1,"DAPL1, ENSG00000163331, LOC92196, XM_043500"
6,31,19.4,2,57019,CIAPIN1,"CIAPIN1, ENSG00000005194, LOC57019, NM_020313, ciapin1"
6,37,16.2,5,57863,CADM3,"CADM3, ENSG00000162706, IGSF4B, NM_021189, NM_021189.2"
6,47,12.8,5,5521,PPP2R2B,"ENSG00000156475, NM_004576, NM_181677, NM_181678, PPP2R2B, ppp2r2b"
6,35,17.1,4,29106,SCG3,"ENSG00000104112, NM_013243, SCG3"
6,46,13,6,7862,BRPF1,"ARPC4, BRPF1, ENSG00000156983, ENSG00000171152, M91585, NM_004634"
6,32,18.8,6,284001,CCDC57,"201252, 732273, CCDC57, ENSG00000176155, FLJ23754, LOC284001, LOC732273, NM_152675, NM_198082, ccdc57"
6,35,17.1,6,25936,NSL1,"C1orf48, DC8, ENSG00000117697, NM_015471, NSL1"
6,35,17.1,5,80727,TTYH3,"ENSG00000136295, NM_025250, TTYH3, XM_166523, ttyh3"
6,33,18.2,5,9399,STOML1,"ENSG00000067221, NM_004809, PLEKHA7, STOML1"
6,37,16.2,4,84623,KIRREL3,"ENSG00000149571, KIRREL3, NM_032531"
6,34,17.6,5,55859,BEX1,"BEX1, ENSG00000133169, NM_018476"
6,38,15.8,4,27072,VPS41,"ENSG00000006715, NM_014396, NM_080631, VPS41"
6,33,18.2,5,26100,WIPI2,"DKFZP434J154, ENSG00000157954, NM_015610, NM_016003.3, WIPI-2, WIPI2"
6,27,22.2,4,690,BTF3P11,"ABCC3, BTF3L1, BTF3P11, NM_001208"
6,33,18.2,6,286053,NSMCE2,"ENSG00000156831, FLJ32440, NM_173685, NM_173685.1, NSE2, NSMCE2"
6,37,16.2,7,80218,NAA50,"ENSG00000121579, MAK3, NAA50, NAT13, NAT5, NM_025146, NM_181528.2"
6,34,17.6,5,6837,MED22,"ENSG00000148297, MED22, NM_006752, SURF5"
6,36,16.7,5,91452,ACBD5,"ACBD5, ENSG00000107897, NM_028793, NM_145698"
6,30,20,4,378832,COL18A1-AS1,"C21ORF123, C21orf123, ENSG00000183535, NM_199175, c21orf123"
6,38,15.8,5,7745,ZKSCAN8,"ENSG00000169260, ENSG00000198315, NM_006298, ZNF192"
6,32,18.8,3,131831,ERICH6,"C3orf44, ENSG00000163645, FAM194A, MGC39662, NM_152394"
6,35,17.1,4,10144,FAM13A,"389211, ENSG00000138640, FAM13A, FAM13A1, LOC389211, NM_001015045, NM_014019, NM_014883, XM_371697, XM_376328"
6,38,15.8,5,844,CASQ1,"CASQ1, DDX4, ENSG00000143318, NM_001231"
6,38,15.8,4,3562,IL3,"CTBP1, IL3, NM_000588, NM_000588.3"
6,38,15.8,4,386617,KCTD8,"ENSG00000183783, KCTD8, NM_198353"
6,28,21.4,5,134265,AFAP1L1,"AFAP1L1, ENSG00000157510, FLJ36748, NM_152406, XM_059702, afap1l1"
6,39,15.4,7,23648,SSBP3,"ENSG00000157216, NM_018070, SSBP3"
6,48,12.5,5,3612,IMPA1,"ENSG00000133731, IMPA1, LALBA, NM_005536, NM_005536.2"
6,27,22.2,5,343406,OR10R2,"LOC343406, NM_001004472, OR10R2, XM_291548"
6,27,22.2,7,57150,SMIM8,"C6ORF162, C6orf162, NM_020425"
6,42,14.3,6,225,ABCD2,"ABCD2, ENSG00000173208, NM_005164, NM_005164.2, TFAM"
6,41,14.6,5,2774,GNAL,"ENSG00000141404, GNAL, NM_002071, NM_182978, NM_182978.1, TSLP"
6,42,14.3,5,6716,SRD5A2,"ENSG00000049319, NM_000348, NM_000348.3, SRD5A2, srd5a2"
6,36,16.7,5,147687,ZNF417,"84914, ENSG00000173480, MGC34079, NM_032828, NM_152475, ZNF417, ZNF587"
6,34,17.6,4,79645,EFCAB1,"EFCAB1, ENSG00000034239, FLJ11767, NM_024593"
6,23,26.1,4,9081,PRY,"6924, AC008175.3, ENSG00000169789, NM_004676, PRY, TCEB3"
6,34,17.6,4,64403,CDH24,"CDH24, ENSG00000139880, NM_022478"
6,37,16.2,10,10016,PDCD6,"NM_013232, PDCD6"
6,40,15,2,2782,GNB1,"ENSG00000078369, FANCF, GNB1, NM_002074, NM_002074.2"
6,38,15.8,4,84874,ZNF514,"ENSG00000144026, NM_032788, ZNF514"
6,46,13,7,1718,DHCR24,"1631, CNTF, DHCR24, ENSG00000116133, IL10, NM_014762, NM_014762.3"
6,20,30,4,338761,C1QL4,"C1QL4, LOC338761, NM_001008223, NM_001008223.1, XM_290558"
6,34,17.6,5,154197,PNLDC1,"ENSG00000146453, NM_173516, PNLDC1"
6,39,15.4,6,9914,ATP2C2,"ATP2C2, ENSG00000064270, KIAA0703, NM_014861"
6,30,20,2,220988,HNRNPA3,"10151, 387933, HNRNPA3, HNRNPA3P1, HNRPA3, HNRPA3P1, LOC387933, NM_194247, RP11-223F20.1, XM_370728"
6,33,18.2,5,55610,VPS50,"CCDC132, ENSG00000004766, FLJ20097, NM_017667, NM_024553"
6,36,16.7,7,27230,SERP1,"ENSG00000120742, NM_014445, SERP1"
6,43,14,5,11198,SUPT16H,"ENSG00000092201, NM_007192, SUPT16H, SUpT16H"
6,42,14.3,6,10265,IRX5,"ENSG00000176842, IRX5, NM_005853, U90304"
6,33,18.2,5,54812,AFTPH,"AFTIPHILIN, AFTPH, ENSG00000119844, NM_001002243, NM_017657"
6,34,17.6,5,64283,ARHGEF28,"401198, ENSG00000038102, ENSG00000164341, ENSG00000214944, LOC401198, NM_022448, NP_001073948.1, RGNEF, TRC_Gene, XM_016532, XM_291142, XM_371755, XM_376405, XM_937885"
6,35,17.1,6,55690,PACS1,"ENSG00000175115, NM_018026, PACS1"
6,32,18.8,5,26151,NAT9,"DKFZP564C103, EBSP, ENSG00000109065, NAT9, NM_015654"
6,40,15,5,1428,CRYM,"CRYM, ENSG00000103316, NM_001888, YWHAZ"
6,29,20.7,6,130916,MTERF4,"ENSG00000122085, MGC61716, MTERFD2, NM_182501"
6,39,15.4,6,4081,MAB21L1,"ENSG00000180660, MAB21L1, NM_005584, PRPS2"
6,39,15.4,5,4992,OR1F1,"ENSG00000168124, NM_012360, OR1F1, TMX1"
6,41,14.6,10,1773,DNASE1,"DNASE1, ENSG00000126594, ENSG00000213918, IL17A, NM_005223"
6,34,17.6,5,54819,ZCCHC10,"ENSG00000155329, NM_017665, ZCCHC10, zcchc10"
6,32,18.8,3,79650,USB1,"C16orf57, ENSG00000103005, FLJ13154, NM_024598"
6,44,13.6,4,1046,CDX4,"CDX4, ENSG00000131264, MYL1, NM_005193, NM_005193.1"
6,39,15.4,4,344,APOC2,"APOC2, DAP, ENSG00000130207, NM_000483, NM_000483.3"
6,38,15.8,8,80781,COL18A1,"1309, 3828, ANGPT1, COL18A1, ENSG00000182871, FGG, NM_030582, NM_130445.2"
6,36,16.7,5,80712,ESX1,"ESX1, ESX1L, NM_153448, esx1"
6,35,17.1,6,56061,UBFD1,"ENSG00000103353, NM_019116, UBFD1, UBPH"
6,30,20,4,6954,TCP11,"ENSG00000124678, NM_018679, TCP11"
6,41,14.6,7,6310,ATXN1,"ATXN1, BC014548, ENSG00000124788, NM_000332, NM_000332.2, SCA1"
6,31,19.4,3,146861,SLC35G3,"AMAC1, AMAC1L2, ENSG00000164729, ENSG00000177164, NM_152462, TMEM21A"
6,21,28.6,4,222183,SRRM3,"AC005077.11, ENSG00000177679, FLJ37078, NM_153043, SRRM3"
6,41,14.6,5,4332,MNDA,"ENSG00000163563, HADHA, MNDA, NM_002432"
6,23,26.1,3,728492,SERF1B,"2828, 56617, 8293, GPR4, NM_021967, NM_022978, SERF1A, SERF1B"
6,23,26.1,3,386683,KRTAP12-3,"ENSG00000205439, KRTAP10-10, KRTAP12-3, NM_198697"
6,27,22.2,7,57489,ODF2L,"ENSG00000122417, KIAA1229, NM_001007022, ODF2L, XM_030665"
6,30,20,4,79925,SPEF2,"CCDC94, ENSG00000152582, FLJ23577, NM_024867, NM_144722, SPEF2, XM_001713757"
6,28,21.4,6,149345,SHISA4,"C1ORF40, C1orf40, ENSG00000198892, NM_198149, SHISA4, TMEM58"
6,33,18.2,5,201595,STT3B,"68292, ENSG00000163527, NM_178862, SIMP, STT3B, Stt3b"
6,39,15.4,4,21,ABCA3,"ABCA3, ARSE, ENSG00000167972, NM_001089, NM_001089.1"
6,33,18.2,8,93973,ACTR8,"55540, ACTR8, ENSG00000113812, IL17RB, NM_018725, NM_022899"
6,35,17.1,5,10047,CST8,"CST8, ENSG00000125815, NM_005492"
6,34,17.6,3,166824,RASSF6,"ENSG00000169435, NM_177532, RASSF6"
6,37,16.2,4,23569,PADI4,"ENSG00000159339, NM_012387, PADI4"
6,37,16.2,9,8564,KMO,"ENSG00000117009, KMO, NM_003679, NM_003679.2"
6,26,23.1,6,163933,FAM43B,"ENSG00000183114, FAM43B, FLJ44952, NM_207334, fam43b"
6,35,17.1,7,257169,C9orf43,"C9ORF43, C9orf43, ENSG00000157653, NM_152786"
6,33,18.2,6,144100,PLEKHA7,"283278, ENSG00000166689, LOC144100, LOC283278, NM_175058, PLEKHA7, T83832"
6,33,18.2,4,168544,ZNF467,"EZI, NM_207336, XM_095168, ZNF467"
6,31,19.4,4,4065,LY75,"CD302, ENSG00000054219, HOXA10, LY75, NM_002349, NM_002349.1"
6,44,13.6,6,1181,CLCN2,"CLCN2, ENSG00000114859, NM_004366, NM_004366.2, RAD50"
6,32,18.8,5,93100,NAPRT,"ENSG00000147813, NAPRT1, NM_145201, PP3856"
